fold,test_acc,test_prec,test_rec,test_spec,test_f1,test_roc_auc,test_pr_auc
1,0.8807588075880759,0.9496124031007752,0.8876811594202898,0.8602150537634409,0.9176029962546817,0.9365357643758766,0.9750732698586084
2,0.8315217391304348,0.907563025210084,0.84375,0.8035714285714286,0.8744939271255061,0.9174107142857142,0.9660515349949506
3,0.7989130434782609,0.9103139013452914,0.7898832684824902,0.8198198198198198,0.8458333333333333,0.8932239632628737,0.9532325061547529
4,0.8369565217391305,0.9212598425196851,0.8540145985401459,0.7872340425531915,0.8863636363636364,0.9060024848578973,0.9694274789303428
5,0.8532608695652174,0.9282296650717703,0.8326180257510729,0.8888888888888888,0.8778280542986425,0.9236687331107932,0.9608010050445075
