fold,epoch,train_loss,train_acc,val_loss,val_acc,val_prec,val_rec,val_spec,val_f1,val_roc_auc,val_pr_auc
5,1,0.6187725285722768,0.7614601018675722,0.5840541716349327,0.7423728813559322,0.7411347517730497,0.9858490566037735,0.12048192771084337,0.8461538461538461,0.8391679927256195,0.9115546910897299
5,2,0.529587281681281,0.7911714770797963,0.5050431378817154,0.8169491525423729,0.8623853211009175,0.8867924528301887,0.6385542168674698,0.8744186046511628,0.8800295521709479,0.9444477650594572
5,3,0.4923008175373887,0.7852292020373515,0.4571022553969238,0.8169491525423729,0.8495575221238938,0.9056603773584906,0.5903614457831325,0.8767123287671232,0.888497385769493,0.9506467960089849
5,4,0.4691060797670296,0.7928692699490663,0.43619685354879345,0.8203389830508474,0.8597285067873304,0.8962264150943396,0.6265060240963856,0.8775981524249422,0.8928733803137077,0.9541136308559102
5,5,0.45648236327341335,0.7945670628183361,0.4176816361435389,0.823728813559322,0.8448275862068966,0.9245283018867925,0.5662650602409639,0.8828828828828829,0.8976471925437599,0.9571213452545602
5,6,0.4478581904960205,0.8030560271646859,0.401193352574009,0.8169491525423729,0.8319327731092437,0.9339622641509434,0.5180722891566265,0.88,0.9000909297567629,0.9579019851644701
5,7,0.44407814326229644,0.797962648556876,0.3983797511811984,0.8135593220338984,0.8340425531914893,0.9245283018867925,0.5301204819277109,0.8769574944071589,0.9048647419868151,0.9615608426648437
5,8,0.4287747913791287,0.8064516129032258,0.39092202418941563,0.8271186440677966,0.8609865470852018,0.9056603773584906,0.6265060240963856,0.8827586206896552,0.9050920663787224,0.9615815337838874
5,9,0.4287967318589902,0.7954159592529711,0.38803541852256,0.8203389830508474,0.8382978723404255,0.9292452830188679,0.5421686746987951,0.8814317673378076,0.9070811548079108,0.9631004889480428
5,10,0.42217061697728364,0.8030560271646859,0.37721503791162525,0.8203389830508474,0.8412017167381974,0.9245283018867925,0.5542168674698795,0.8808988764044944,0.9075358035917254,0.9624962111136045
5,11,0.42296992917821846,0.8039049235993209,0.37461315161090786,0.8305084745762712,0.8584070796460177,0.9150943396226415,0.6144578313253012,0.8858447488584474,0.9082177767674471,0.9629554493727774
5,12,0.4142173726004129,0.8115449915110357,0.37723359485804026,0.823728813559322,0.8478260869565217,0.9198113207547169,0.5783132530120482,0.8823529411764706,0.9090134121391226,0.963793624002546
5,13,0.40743348604552004,0.8073005093378608,0.3700116422216771,0.8203389830508474,0.8382978723404255,0.9292452830188679,0.5421686746987951,0.8814317673378076,0.9099227097067516,0.9640214753883873
5,14,0.40840772047310003,0.8106960950764007,0.36974283537622227,0.823728813559322,0.8389830508474576,0.9339622641509434,0.5421686746987951,0.8839285714285714,0.910093203000682,0.9647080284923384
5,15,0.41063066542856963,0.8157894736842105,0.3689419600923183,0.823728813559322,0.8389830508474576,0.9339622641509434,0.5421686746987951,0.8839285714285714,0.9110025005683109,0.9653525940691245
5,16,0.4063386897886953,0.8132427843803056,0.36109322289289053,0.8305084745762712,0.8432203389830508,0.9386792452830188,0.5542168674698795,0.8883928571428571,0.9108888383723575,0.9643712422419224
5,17,0.40799528168093774,0.8081494057724957,0.36606639573129557,0.8271186440677966,0.8396624472573839,0.9386792452830188,0.5421686746987951,0.8864142538975501,0.9129347578995226,0.9662129380277386
5,18,0.39594110107786185,0.8174872665534805,0.3611630894369998,0.8271186440677966,0.8454935622317596,0.9292452830188679,0.5662650602409639,0.8853932584269663,0.9125369402136849,0.9659891612425323
5,19,0.39691069489424013,0.8157894736842105,0.36359764064772654,0.8203389830508474,0.8502202643171806,0.910377358490566,0.5903614457831325,0.8792710706150342,0.9139577176631053,0.9667688132974686
5,20,0.3980197572040234,0.8166383701188455,0.35980605018340933,0.8305084745762712,0.8461538461538461,0.9339622641509434,0.5662650602409639,0.8878923766816144,0.9144691975448965,0.9668532477437444
