fold,epoch,train_loss,train_acc,val_loss,val_acc,val_prec,val_rec,val_spec,val_f1,val_roc_auc,val_pr_auc
4,1,0.27011525342541354,0.6876061120543294,0.27034785282813895,0.7728813559322034,0.7872340425531915,0.9158415841584159,0.46236559139784944,0.8466819221967964,0.8784733312040882,0.9447465047515677
4,2,0.24852525479522342,0.7427843803056027,0.23087298511448553,0.7694915254237288,0.935064935064935,0.7128712871287128,0.8924731182795699,0.8089887640449438,0.8883210901735336,0.9523087274726494
4,3,0.23483294929126325,0.7512733446519525,0.21646425638158442,0.7966101694915254,0.9382716049382716,0.7524752475247525,0.8924731182795699,0.8351648351648352,0.8940168210369425,0.9554880593410017
4,4,0.22600862320594756,0.7470288624787776,0.20811464897656845,0.7932203389830509,0.937888198757764,0.7475247524752475,0.8924731182795699,0.8319559228650137,0.8947088257212817,0.9556919538804038
4,5,0.22124808743368385,0.7529711375212224,0.20219784474979013,0.8067796610169492,0.9289940828402367,0.7772277227722773,0.8709677419354839,0.8463611859838275,0.8993399339933993,0.95785722118207
4,6,0.2129719966235104,0.7724957555178268,0.19614156782627107,0.8067796610169492,0.9289940828402367,0.7772277227722773,0.8709677419354839,0.8463611859838275,0.9009900990099009,0.9585337317360699
4,7,0.2104760472155184,0.7707979626485568,0.19312334803201384,0.8033898305084746,0.9285714285714286,0.7722772277227723,0.8709677419354839,0.8432432432432433,0.9022144149898862,0.9590451267258799
4,8,0.2076189435246845,0.7733446519524618,0.19207757307311235,0.8067796610169492,0.9447852760736196,0.7623762376237624,0.9032258064516129,0.8438356164383561,0.9042371979133398,0.9598601617302517
4,9,0.2032969393886006,0.7767402376910016,0.1870789246538938,0.8067796610169492,0.9239766081871345,0.7821782178217822,0.8602150537634409,0.8471849865951743,0.9057276695411477,0.9605076765691577
4,10,0.2036170265012767,0.7801358234295416,0.186927339838723,0.8033898305084746,0.9186046511627907,0.7821782178217822,0.8494623655913979,0.8449197860962567,0.9064196742254871,0.9607071553096813
4,11,0.19916318169777583,0.7758913412563667,0.18436504496356187,0.8,0.9230769230769231,0.7722772277227723,0.8602150537634409,0.8409703504043127,0.9061002874480998,0.9604219152159291
4,12,0.20152911607093843,0.7801358234295416,0.18344135259167624,0.8067796610169492,0.9096045197740112,0.7970297029702971,0.8279569892473119,0.8496042216358839,0.9061535185776642,0.9603434471838358
4,13,0.19775945752707322,0.7792869269949066,0.18441205282332535,0.7898305084745763,0.9166666666666666,0.7623762376237624,0.8494623655913979,0.8324324324324325,0.9047695092089855,0.9595344501454748
4,14,0.19754892979797564,0.7826825127334465,0.1807595096907373,0.8067796610169492,0.9142857142857143,0.7920792079207921,0.8387096774193549,0.8488063660477454,0.9047695092089856,0.9596945340811684
4,15,0.19351494347705095,0.7869269949066214,0.1814010435494326,0.8,0.9181286549707602,0.7772277227722773,0.8494623655913979,0.8418230563002681,0.9042904290429042,0.9594190479091357
4,16,0.192260877562905,0.7886247877758913,0.1811701993821031,0.7932203389830509,0.9171597633136095,0.7673267326732673,0.8494623655913979,0.8355795148247979,0.9032258064516129,0.958741227814629
4,17,0.1930168598940903,0.7835314091680815,0.17942424840846305,0.8033898305084746,0.9090909090909091,0.7920792079207921,0.8279569892473119,0.8465608465608465,0.9033854998403067,0.9590189155726121
4,18,0.1940600382502496,0.7843803056027164,0.17971977583937726,0.7932203389830509,0.9221556886227545,0.7623762376237624,0.8602150537634409,0.8346883468834688,0.903225806451613,0.9590661104911954
4,19,0.19197931534062015,0.7903225806451613,0.17867148687778894,0.7966101694915254,0.9226190476190477,0.7673267326732673,0.8602150537634409,0.8378378378378378,0.9031193441924837,0.9590463759757778
4,20,0.19048102657944724,0.7852292020373515,0.17818081591088894,0.7966101694915254,0.9176470588235294,0.7722772277227723,0.8494623655913979,0.8387096774193549,0.9031725753220483,0.9589733638403327
