fold,test_acc,test_prec,test_rec,test_spec,test_f1,test_roc_auc,test_pr_auc
1,0.25203252032520324,0.0,0.0,1.0,0.0,0.7970624902602463,0.890101163120437
2,0.3179347826086957,0.8571428571428571,0.0234375,0.9910714285714286,0.045627376425855515,0.7866908482142858,0.8668815339174842
3,0.6494565217391305,0.872093023255814,0.5836575875486382,0.8018018018018018,0.6993006993006993,0.7512882532337786,0.8311401118301339
4,0.6902173913043478,0.8418803418803419,0.718978102189781,0.6063829787234043,0.7755905511811023,0.7243360770305948,0.8549451620553956
5,0.6385869565217391,0.6404494382022472,0.9785407725321889,0.05185185185185185,0.7741935483870968,0.5204577968526467,0.6372485707646649
