fold,test_acc,test_prec,test_rec,test_spec,test_f1,test_roc_auc,test_pr_auc
1,0.25203252032520324,0.0,0.0,1.0,0.0,0.8301386940938132,0.9181623828626899
2,0.30978260869565216,1.0,0.0078125,1.0,0.015503875968992248,0.7970493861607142,0.8676143329911602
3,0.5842391304347826,0.8714285714285714,0.47470817120622566,0.8378378378378378,0.6146095717884131,0.7532513057804886,0.8334771506287896
4,0.6902173913043478,0.8278688524590164,0.7372262773722628,0.5531914893617021,0.7799227799227799,0.712261220686442,0.8477596256016091
5,0.6385869565217391,0.6396648044692738,0.9828326180257511,0.044444444444444446,0.7749576988155669,0.6651406771578444,0.737075091437828
