fold,test_acc,test_prec,test_rec,test_spec,test_f1,test_roc_auc,test_pr_auc
1,0.25203252032520324,0.0,0.0,1.0,0.0,0.8041919900264921,0.8971312031405041
2,0.3179347826086957,0.8571428571428571,0.0234375,0.9910714285714286,0.045627376425855515,0.7906319754464285,0.8676047168024441
3,0.6413043478260869,0.8698224852071006,0.5719844357976653,0.8018018018018018,0.6901408450704225,0.745959967749851,0.8267513043143406
4,0.6875,0.8382978723404255,0.718978102189781,0.5957446808510638,0.7740667976424361,0.7214629600869701,0.8530600159771415
5,0.6385869565217391,0.6404494382022472,0.9785407725321889,0.05185185185185185,0.7741935483870968,0.5725003973931013,0.6799773345812239
