fold,epoch,train_loss,train_acc,val_loss,val_acc,val_prec,val_rec,val_spec,val_f1,val_roc_auc,val_pr_auc
1,1,0.7693963270438345,0.300509337860781,0.7336324737185523,0.3333333333333333,0.0,0.0,1.0,0.0,0.7406289046230736,0.8159150541318776
1,2,0.7664764218905179,0.300509337860781,0.7518434471824542,0.3333333333333333,0.0,0.0,1.0,0.0,0.7988338192419825,0.8369602058474648
1,3,0.7639575684617047,0.298811544991511,0.7505362897503133,0.3333333333333333,0.0,0.0,1.0,0.0,0.8006039150354018,0.8349169253813506
1,4,0.7604728676062489,0.299660441426146,0.7465807925276204,0.3333333333333333,0.0,0.0,1.0,0.0,0.798469387755102,0.832222265297551
1,5,0.7582528930163748,0.29541595925297115,0.7450581582225099,0.3333333333333333,0.0,0.0,1.0,0.0,0.7937838400666389,0.8284308408760166
1,6,0.7553691460240272,0.29541595925297115,0.7421478077667911,0.3333333333333333,0.0,0.0,1.0,0.0,0.7931070387338609,0.8258657247184006
1,7,0.7524908954097379,0.29456706281833617,0.7398672866172531,0.3333333333333333,0.0,0.0,1.0,0.0,0.7905560183256977,0.8232479890210379
1,8,0.7503127651020303,0.2937181663837012,0.7381814077597897,0.3333333333333333,0.0,0.0,1.0,0.0,0.7880049979175344,0.8209723991904921
1,9,0.7472189533285455,0.29456706281833617,0.7354548342373907,0.3333333333333333,0.0,0.0,1.0,0.0,0.786130778842149,0.8206189808221448
1,10,0.7448396237475358,0.2937181663837012,0.7335674693795289,0.3333333333333333,0.0,0.0,1.0,0.0,0.7845168679716784,0.8181478263406445
1,11,0.7423851896830043,0.2937181663837012,0.7314953905384557,0.3333333333333333,0.0,0.0,1.0,0.0,0.7804039983340274,0.8156406786231087
1,12,0.7394609771074383,0.2928692699490662,0.7285962518380613,0.3333333333333333,0.0,0.0,1.0,0.0,0.7770720533111204,0.8130716443585642
1,13,0.7371563975191683,0.29541595925297115,0.7253318842576475,0.3333333333333333,0.0,0.0,1.0,0.0,0.7737921699291961,0.8104924769106427
1,14,0.7337522622077696,0.29456706281833617,0.7231050535124175,0.3333333333333333,0.0,0.0,1.0,0.0,0.7683777592669722,0.8066932942991665
1,15,0.7311744725360125,0.2928692699490662,0.7226407353569861,0.3333333333333333,0.0,0.0,1.0,0.0,0.7615576842982091,0.8027557538900073
1,16,0.7284186904418246,0.2920203735144312,0.7174300409498668,0.3333333333333333,0.0,0.0,1.0,0.0,0.7631715951686797,0.8014968368598712
1,17,0.7258162500498048,0.2920203735144312,0.7144984193399649,0.3333333333333333,0.0,0.0,1.0,0.0,0.7585381091211996,0.7985716272892506
1,18,0.7236696725587893,0.2937181663837012,0.7133005488486517,0.3333333333333333,0.0,0.0,1.0,0.0,0.7606726364014994,0.7994436491490201
1,19,0.7211127637400084,0.29711375212224106,0.7099817022174394,0.3333333333333333,0.0,0.0,1.0,0.0,0.7563515201999167,0.7960169236331254
1,20,0.7181859506208746,0.30390492359932086,0.7076591005941637,0.3333333333333333,0.0,0.0,1.0,0.0,0.7562994585589338,0.7952027566990676
