fold,epoch,train_loss,train_acc,val_loss,val_acc,val_prec,val_rec,val_spec,val_f1,val_roc_auc,val_pr_auc
1,1,0.09602501753129457,0.300509337860781,0.08250709577482573,0.3333333333333333,0.0,0.0,1.0,0.0,0.7420345689296127,0.8167643945722187
1,2,0.09495245591944466,0.300509337860781,0.09015623282413093,0.3333333333333333,0.0,0.0,1.0,0.0,0.7995106205747605,0.8364115815996893
1,3,0.0940370448755894,0.298811544991511,0.08996264550353394,0.3333333333333333,0.0,0.0,1.0,0.0,0.8013327780091629,0.8341912385713399
1,4,0.09286447064176277,0.298811544991511,0.08833100732897414,0.3333333333333333,0.0,0.0,1.0,0.0,0.8008642232403165,0.8323193400114532
1,5,0.09197344055402461,0.29796264855687604,0.0875748317359256,0.3333333333333333,0.0,0.0,1.0,0.0,0.7976884631403582,0.8282715470435237
1,6,0.09109924060683097,0.29541595925297115,0.08660582665886198,0.3333333333333333,0.0,0.0,1.0,0.0,0.7976364014993753,0.8275025196264579
1,7,0.09006278554581625,0.29626485568760613,0.08581156149303833,0.3333333333333333,0.0,0.0,1.0,0.0,0.7956580591420241,0.8268995495584099
1,8,0.08930713900938908,0.2937181663837012,0.08535595456150924,0.3333333333333333,0.0,0.0,1.0,0.0,0.793679716784673,0.8243949247473401
1,9,0.08832613473634768,0.29456706281833617,0.08453162764610887,0.3333333333333333,0.0,0.0,1.0,0.0,0.7938359017076217,0.8232880498565831
1,10,0.08759793130671431,0.2937181663837012,0.08406402079426513,0.3333333333333333,0.0,0.0,1.0,0.0,0.7922219908371511,0.8214021871734926
1,11,0.08686845850812963,0.29541595925297115,0.0834131642770605,0.3333333333333333,0.0,0.0,1.0,0.0,0.7898271553519366,0.819010964319775
1,12,0.08601477560041716,0.29456706281833617,0.08272767130310843,0.3333333333333333,0.0,0.0,1.0,0.0,0.7885256143273636,0.8180119353398285
1,13,0.08559010233508711,0.29456706281833617,0.08181359634107473,0.3333333333333333,0.0,0.0,1.0,0.0,0.7866513952519782,0.8164891814757379
1,14,0.08466375930351798,0.29456706281833617,0.08131228199824184,0.3333333333333333,0.0,0.0,1.0,0.0,0.7843606830487297,0.8143797605618387
1,15,0.08403226748387153,0.2937181663837012,0.08149631296088096,0.3333333333333333,0.0,0.0,1.0,0.0,0.7829550187421908,0.8133603298847613
1,16,0.08343044125770673,0.29456706281833617,0.08019519130997106,0.3333333333333333,0.0,0.0,1.0,0.0,0.7814972927946688,0.8119772726060266
1,17,0.08283207556691356,0.29456706281833617,0.07943972043034171,0.3333333333333333,0.0,0.0,1.0,0.0,0.7793107038733862,0.8100120738253523
1,18,0.08233865162006664,0.2928692699490662,0.0795184246131352,0.3333333333333333,0.0,0.0,1.0,0.0,0.7798833819241983,0.8104839699342243
1,19,0.0819438266961603,0.2928692699490662,0.07862103938245449,0.3333333333333333,0.0,0.0,1.0,0.0,0.776655560183257,0.8080720758427531
1,20,0.08129446509536134,0.2928692699490662,0.07820483337656982,0.3333333333333333,0.0,0.0,1.0,0.0,0.7747813411078717,0.8067484178227554
